businessId,id,name,genre,isopen,stars
4440,Yc5_nA9NqqxOp8WCugF-Ng,500 Degrees Pizzeria,"Pizza, Italian, Restaurants",1,4.0
4441,7d7pZlKji6NozhHP1SrVqw,Siggy's Good Food,"Restaurants, Mediterranean, Vegan, Comfort Food, Food, Juice Bars & Smoothies, Gluten-Free, Sandwiches",1,4.5
4442,bMSiHjs2fbKbBNPyuTwhHA,Coastal Taco,"Bars, Mexican, Restaurants, Nightlife",1,3.0
4443,in1hs9ZPiywjuY1MpMZNkQ,Eyecandy,"Hotels, Event Planning & Services, Lounges, Hotels & Travel, Bars, Nightlife",1,3.5
4444,QF2P3oJqCJC9z0TPDDFVxw,DJ's Taco Bar,"Tacos, Food, Specialty Food, Restaurants, Ethnic Food, Tex-Mex, Mexican",0,4.0
4445,rJdEbOWNfAELa0YETWf9Lg,deseo,"Restaurants, Latin American, Hotels & Travel, Event Planning & Services, Hotels",1,4.0
4446,9BjhOUQuYP-7g6c4kgzz9A,David's Bridal,"Bridal, Shopping, Fashion, Lingerie, Flowers & Gifts, Shoe Stores",1,3.0
4447,1gU1ZNbcvk0puuUQjbl23w,Sushi Factory,"Asian Fusion, Japanese, Sushi Bars, Restaurants",1,4.0
4448,7Q2cYSl5NBYytJzgjX0oKw,Sandbar Mexican Grill,"Sports Bars, Cocktail Bars, Nightlife, Bars, Restaurants, Mexican",1,3.0
4449,Q4RSmF0s-AkaegrLFCLEbg,Donatello Restaurant,"Italian, Seafood, Restaurants",1,4.0
4450,i5vxtyiHKYnRcJ0p9N7mLw,Carlo & Emilie's Gourmet Deli,"Cafes, Delis, French, Italian, Restaurants",1,4.5
4451,4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,"Sports Bars, American (Traditional), Restaurants, Nightlife, Bars",1,3.0
4452,jUqCRsuGqwePkDKQ1fM6TA,Sugar N Spice,"Food, Coffee & Tea, Bakeries, Donuts",1,4.5
4453,50Ull2QxpgNT21vB_KBZ9g,The Fit  Alterations & Custom Design,"Local Services, Professional Services, Sewing & Alterations, Bespoke Clothing, Bridal, Shopping",1,4.5
4454,vs99Jj_kVyuRtDl7rxXH2Q,Greek Isles,"Greek, Restaurants, Mediterranean",0,4.0
4455,T419Y3fiJW9EuFDkFougVA,Marssa,"Asian Fusion, Restaurants, Sushi Bars, Steakhouses",1,4.0
4456,CS3zMyq39AuGnOQO9RYLGw,My Florist Cafe,"Sandwiches, Flowers & Gifts, Restaurants, Shopping, Florists",0,3.0
4457,zjygAC4qLf91b3KOdHQT-w,La Cave du Vin,"Nightlife, Bars, Lounges, Food, Beer, Wine & Spirits, Wine Bars",0,4.5
4458,Pthe4qk5xh4n-ef-9bvMSg,Chon Thai Food,"Restaurants, Thai",1,4.5
4459,paJaapnNsrWexFHBq18uDw,Queen Creek Nails & Spa,"Day Spas, Nail Salons, Beauty & Spas",1,4.0
4460,sR9hPrIaG-J-GLcl4yaiLw,Valley Bar,"American (New), Music Venues, Bars, Arts & Entertainment, Nightlife, Restaurants, Lounges",1,4.0
4461,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,"Nightlife, Restaurants, Gastropubs, Bars, Sports Bars, Pubs, British",1,4.0
4462,zNGYsFeG_7XEBodbtfux5Q,Khyber Halal,"Indian, Restaurants, Middle Eastern, Halal, Afghan, Pakistani",1,4.0
4463,6d82R41sVNDVS0I-c1Ghkg,Portillo's Hot Dogs,"Burgers, Hot Dogs, Restaurants, American (New), Fast Food, Salad",1,3.5
4464,5z1WIr7E9P2CSzyN5seeSA,Sterling Brunch,"Breakfast & Brunch, Restaurants, Buffets",1,4.0
4465,egpDg61SdYbKWvCpPM7Nbg,Lappert's Ice Cream Shop,"Ice Cream & Frozen Yogurt, Desserts, Food, Restaurants",1,4.0
4466,e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,"French, Bars, Caterers, Canadian (New), Breakfast & Brunch, Lounges, Restaurants, Cocktail Bars, International, Mediterranean, Event Planning & Services, Nightlife, Comfort Food",1,4.0
4467,l8LYK3kqDBrqgVyvd2MoHQ,Amorino Gelato,"Macarons, Food, Desserts, Ice Cream & Frozen Yogurt, Specialty Food, Gelato",0,4.5
4468,V9DPZmn2irq3hC-X4vxaBg,Betty's,"Pubs, Nightlife, Dive Bars, American (Traditional), Bars, Restaurants",1,3.5
4469,rTx5vu0zuhggAbgsx1uVtA,Vanguard Lounge,"Nightlife, Bars, Lounges",1,4.0
4470,_OX2t8sR3AERk-VcTL5JFw,Aloha Animal Hospital,"Pet Services, Pet Sitting, Pet Boarding, Pets, Veterinarians",1,4.5
4471,DdZo9MKaDrh9OJnpVwbBUA,The Campus Grille,"Restaurants, Fast Food, Latin American, Puerto Rican, Food, Spanish, Caribbean",1,4.5
4472,hmL0KnYU6F9_egjlLmizKA,Buffalo Wild Wings,"Nightlife, Bars, Restaurants, American (Traditional), Sports Bars, Chicken Wings",1,2.5
4473,WI1xBMN_rEaVPOL9Ad2gpQ,Tom Colicchio's Heritage Steak,"Food, Restaurants, American (Traditional), Diners, Steakhouses, Beer, Wine & Spirits, Nightlife, Wine Bars, Pool Halls, Bars",1,3.5
4474,E25-2ssHwsajyGtsllMXaA,Mrs White's Golden Rule Cafe,"Soul Food, Restaurants, Southern",1,3.5
4475,yFUvKpW66cNsYXD6inDsog,Tutti Santi,"Food, Desserts, Nightlife, Restaurants, Bars, Italian",1,4.0
4476,IRfYEXJBQXxIN2d5pD_jKg,Doolittles Woodfire Grill,"Restaurants, American (Traditional), Wine Bars, Bars, Nightlife",1,3.5
4477,c9AIsznk1BtEYZp0gZio6A,Dairy Cream,"Food, Ice Cream & Frozen Yogurt",1,4.5
4478,8gDBvHXqHguVZJPsq5cTZg,Khina Eyebrow Threading & Henna Art,"Hair Removal, Beauty & Spas, Skin Care, Henna Artists, Waxing, Eyelash Service, Event Planning & Services",1,5.0
4479,CLNqviorDO-pQvxTTy3kbA,Green Room,"Pubs, Dive Bars, Nightlife, Lounges, Restaurants, Thai, Bars",1,3.0
4480,orrrhqRRUORIzUSxWTveKg,Presti's Bakery,"Restaurants, Cafes, Food, Delis, Bakeries",1,4.0
4481,EAt4rIjErbsz97lh7f0r_Q,The Full Moon Oyster Bar,"Seafood, Bars, American (Traditional), Restaurants, Nightlife",1,4.0
4482,kKCJvvktaKxZ5iFKv3lxuA,Pei Wei,"Asian Fusion, Gluten-Free, Restaurants, Chinese, Fast Food",1,3.5
4483,Nqs4_gT6nKyeTOJ_rgu1mg,Frankie's Italian Cuisine,"Restaurants, Italian, Pizza",1,3.5
4484,uLL2uKqYnPAFwBw11LzDUQ,Gus's New York Pizza,"Pizza, Restaurants",0,2.5
4485,D8yYMxz0p6oQnOQnLRUIyA,Yong Kang Street,"Cantonese, Restaurants, Dim Sum, Taiwanese, Chinese, Ramen, Japanese",1,3.5
4486,aYjZc-3aVbPIPaJgGiUK_A,Nostrano,"Restaurants, Mediterranean, Italian",0,4.0
4487,10NSeX03xC2th8-HGFq3sw,Chaya Japanese Cuisine,"Soup, Japanese, Restaurants, Sushi Bars",1,3.5
4488,NVsmDL12AWwovFsuBMD1jQ,Milk Bar Toronto,"Bakeries, Custom Cakes, Ice Cream & Frozen Yogurt, Food, Desserts",1,3.0
4489,RJEnPm-97UM7Gp5H83ZXsg,Sushi Crescent,"Restaurants, Food, Japanese, Sushi Bars",1,3.0
4490,sf5jTm__NNqZ3J5rbcrueA,Primanti Bros,"American (New), Chicken Wings, Sports Bars, Nightlife, Restaurants, Sandwiches, Bars",1,3.5
4491,nUfeYJ_YEaDzggPKnYry3g,Rancho de Tia Rosa,"Restaurants, Mexican",1,3.0
4492,mNRoes9FSur0hPrjt-i-tw,Fisher's Cafe & Pub,"Nightlife, Salad, Pubs, American (Traditional), Restaurants, Bars, American (New)",1,3.5
4493,YvCIHmADAMDP_JV7vSBAHQ,5th Avenue Cafe,"Restaurants, Breakfast & Brunch, Salad, American (Traditional), Diners",1,4.0
4494,C8D_GU9cDDjbOJfCaGXxDQ,Culinary Dropout,"American (New), Restaurants, Bars, Gastropubs, Event Planning & Services, Food, Nightlife, Beer, Wine & Spirits, British, Vegetarian, Venues & Event Spaces, Arts & Entertainment, Music Venues",1,4.0
4495,HlDlOycU0sDCCi_tOMkkqA,Vons,"Grocery, Drugstores, Automotive, Gas Stations, Shopping, Food, Gas Stations, Bakeries",1,2.5
4496,mDoLWEOFmxcQ5TAPqxoJLg,Sagos Baja Tavern & Lounge,"Gastropubs, Bars, American (New), Nightlife, Restaurants",1,4.0
4497,h5qBxa_L-pIdNSOBQxTNGQ,Brothers Italian Bistro,"Burgers, Sandwiches, Pizza, Food, Restaurants",0,2.5
4498,9CW-rlhVXRSWj2iOnBIONw,Countdown Live Escape Games,"Event Planning & Services, Challenge Courses, Arcades, Arts & Entertainment, Escape Games, Active Life, Kids Activities, Amusement Parks, Team Building Activities",0,4.5
4499,-mUXTkHOxfLxFDnaMcvqAA,Kantapia,"Restaurants, Korean",1,4.0
4500,WQJk1xlrRW1_PTpItQ_AAA,Petersen's Ice Cream & Cafe,"Ice Cream & Frozen Yogurt, Food, Restaurants, Desserts, American (Traditional), Coffee & Tea",1,4.0
4501,gzDTRVYgHDyUmKmRu6pedg,Rapid iPhone Repair,"Electronics, Electronics Repair, Mobile Phones, Shopping, Mobile Phone Repair, Local Services, IT Services & Computer Repair",1,5.0
4502,kDo4Lu9V3EKJ0QXzIQ1t0w,Sasha's Kitchen & Cocktails,"Nightlife, Bars, American (New), Restaurants, Cocktail Bars, Salad, Lounges",1,4.0
4503,-yzOpvalbaKF6QRas5VDJw,Doggy Daze,"Pet Services, Pet Groomers, Pets, Pet Stores",1,5.0
4504,FEH0i7SnTH81k451ZadKIQ,Dane County Farmer's Market,"Food, Specialty Food, Fruits & Veggies, Farmers Market",1,4.5
4505,lskFRJureyta726Y5Jmdow,Montreal Poutine,"Restaurants, Poutineries, American (Traditional)",1,3.5
4506,azy4-i93S7S7uN3pYGMddw,Prankster's Too,"American (Traditional), Nightlife, Restaurants, Bars, Sports Bars, Steakhouses",0,3.5
4507,ByThTA6BEp9b6kEDt4RYTA,Whist Stove & Spirits,"Gastropubs, American (New), American (Traditional), Restaurants, Cocktail Bars, Nightlife, Bars",0,3.5
4508,UpNnjV6p5GVPX6r_itOGUg,Rai Lay,"Asian Fusion, Thai, Sushi Bars, Restaurants",1,4.0
4509,jYqOPpSmtKbKzf0Z_g-Oyg,Flying Biscuit Cafe- Charlotte,"Breakfast & Brunch, Southern, Soul Food, Vegetarian, Restaurants",1,3.5
4510,3cHL1r5w2oLYH-veijtweA,Public House,"Gastropubs, Restaurants",1,3.5
4511,muvmtEIt9XhDkMwYwALSGA,MidiCi The Neapolitan Pizza Company,"Bars, Italian, Nightlife, Restaurants, Wine Bars, Pizza",1,4.0
4512,xvlmnmczz020sfINfGwbCg,Dolce Salon & Spa At the Borgata,"Hair Salons, Day Spas, Beauty & Spas",0,3.5
4513,hcjnOtiW7Bdym3-7PaLUzA,Le Kebab Grill,"Sandwiches, Halal, Mediterranean, Restaurants, Middle Eastern",1,4.5
4514,7MeMGh0SUlF-GuTyruwtcw,Mellow Mushroom,"Nightlife, Bars, Sandwiches, Pizza, Restaurants, Vegan, Vegetarian",1,3.5
4515,ovApUucCKSb9k0lTP2JieQ,Huaraches Moroleon,"Mexican, Restaurants",1,4.5
4516,FSB3Jb4t11KkMyEi_7-s6Q,Mac's Speed Shop - Southend,"Nightlife, Sports Bars, American (Traditional), Burgers, Chicken Wings, Bars, Barbeque, Restaurants",1,4.0
4517,IBGrQ6YUywBp1Hqu9c1LZQ,Bocktown Beer and Grill,"American (Traditional), Restaurants",0,4.0
4518,1u4EvujoBP37oEL4SGLpgA,Civilization,"Soup, Restaurants, Sandwiches, Coffee & Tea, Cafes, Food",1,4.0
4519,WVvqV0cmNR3j7ChPoI74hQ,Soul Food Cafe,"Southern, Soul Food, Restaurants, Barbeque",1,3.5
4520,1a3Pkkwb7yB_vmxgKwmqXw,Fresco,"American (New), Restaurants",1,4.0
4521,JXTlt-mRrQoE2_gfijhp4g,Gangnam Street,"Nightlife, Restaurants, Japanese, Ramen, Bars, Asian Fusion, Pubs, Korean",0,4.5
4522,XagMSw5tADQbNSx0IM7TaA,Paper Skyscraper,"Event Planning & Services, Flowers & Gifts, Home Decor, Books, Mags, Music & Video, Toy Stores, Cosmetics & Beauty Supply, Arts & Crafts, Beauty & Spas, Cards & Stationery, Jewelry, Shopping, Home & Garden, Gift Shops, Watches, Adult, Bookstores",1,4.5
4523,kZspuWnM0Y-Losvk2Rl0lA,Cous Cous Mediterranean Cafe,"Mediterranean, Cafes, Coffee & Tea, Restaurants, Food, Vegetarian, Sandwiches, Burgers, Gluten-Free, Halal",1,3.5
4524,6C_8Mh4lmLc_QEs3hHleBg,El Pollo Supremo,"Mexican, Restaurants",1,4.5
4525,cxVp-a28Cp7lavjaPMvK5w,Social House Seven,"Restaurants, Asian Fusion, Chinese, Japanese, Sushi Bars",1,3.5
4526,XHviODj3T9hesQPDGdPE1g,Teakwoods Tavern & Grill,"Chicken Wings, American (Traditional), Burgers, Nightlife, Restaurants, Sports Bars, Bars",1,4.0
4527,ajoqEHnCZTD8-8GqGLq9-Q,Palms Casino Resort,"Arts & Entertainment, Hotels & Travel, Event Planning & Services, Hotels, Resorts, Restaurants, Casinos",1,3.0
4528,5P7zzVhWvO8nXGPdy7xqhw,LaMar's Donuts & Coffee,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food, Donuts",1,4.5
4529,g6L-oVN4geIRdABs8we-zw,CarePro Carpet Cleaning,"Home Services, Local Services, Carpet Cleaning, Professional Services, Carpeting, Flooring, Carpet Installation",1,5.0
4530,BEplfZTUzYwApjMUaOA12w,Canonita,"Tacos, Restaurants, Mexican, Tex-Mex",1,4.0
4531,wFaVu_D7LiwAeDl_TxCf8g,Pho Vietnam Restaurant,"Korean, Restaurants, Vietnamese",1,3.0
4532,Yv4P4qUwd7F-qQ4Y4eD1JQ,Han Ba Tang,"Restaurants, Bars, Nightlife, Tapas/Small Plates, Asian Fusion, Korean, Lounges, Pubs",1,3.5
4533,Tl2nqtPXlLbAG3qkUYVM2g,Vincent's On Camelback,"French, Restaurants",1,4.0
4534,nwHd2MbIGz0SNG8GpFjekw,Los Taquitos,"Restaurants, Mexican",1,4.0
4535,35lDiS--Zx-8HLwv2EZBGQ,QQ Boba,"Food, Coffee & Tea, Bubble Tea, Juice Bars & Smoothies",1,4.0
4536,NOfbzTpQ7hrt6ZbJVeXUUw,Loco Cantina,"Restaurants, Nightlife, Mexican, Bars",0,3.5
4537,-ZBfr1BHvArFp1d6XH8jOQ,Rocket Burger & Subs,"Restaurants, Sandwiches, Burgers, Salad, Hot Dogs",1,4.5
4538,WcdNwJ1DVcHz_8tzuphweg,West Charleston Animal Hospital,"Veterinarians, Pet Boarding, Pets, Pet Sitting, Pet Services, Emergency Pet Hospital",1,4.0
4539,AiwkoTWc1egLYauiZ3SC2A,"Dana Forte, DO - Forte Family Practice","Doctors, Pediatricians, Family Practice, Health & Medical",1,2.0
4540,DV13F0bhe55dV1AhwoO50g,Beauty Bar,"Bars, Dance Clubs, Music Venues, Arts & Entertainment, Nightlife",1,3.0
4541,-6tvduBzjLI1ISfs3F_qTg,Joyride Taco House,"Mexican, Bars, Nightlife, Restaurants",1,4.0
4542,fepCIbejv-Kxs6SE6u-_uA,Morton's The Steakhouse,"American (Traditional), Steakhouses, Seafood, Nightlife, Bars, Restaurants",1,4.0
4543,Oq_NXf50o4U-cTFWlVkyGQ,Caribou Coffee and Einstein's Bagels,"Coffee & Tea, Bagels, Food",1,2.0
4544,wxzG81ZyWpBje_mU4aFLaw,Humble Pie,"Restaurants, Italian, Pizza",1,3.5
4545,F1PMcEIg-FHZvwhiUoFEgw,Grimaldi's Pizzeria,"Pizza, Restaurants",1,4.0
4546,ZK-R-CcMrjuQKl9G910OWQ,Thai Basil,"Pan Asian, Thai, Restaurants",1,3.5
4547,dEh3Su-0GWDSQZYRltA6mQ,Old Town Farmers Market,"Farmers Market, Food",1,4.0
4548,fYCRrN3sIQnioWMzF8miIA,Sahara Chrysler Jeep Dodge Ram,"Auto Parts & Supplies, Automotive, Auto Repair, Car Dealers",1,2.0
4549,VsxfPc4kbDuvyP4HTsqRBQ,Red Robin Gourmet Burgers,"American (Traditional), Restaurants, Burgers",1,3.0
4550,e28QkHbplw-Mp5VvwtBKtA,Buffalo Exchange,"Fashion, Shopping, Thrift Stores, Used, Vintage & Consignment, Women's Clothing, Men's Clothing",1,3.0
4551,oRgoOhwCex1X9j1iQ9ou3w,Crown Prince Fine Dining & Banquet,"Chinese, Restaurants, Dim Sum",1,3.5
4552,L23qeWacyCZFjF9DL6o04w,Venezia's New York Style Pizzeria,"Chicken Wings, Restaurants, Italian, Pizza",1,4.0
4553,Cew9RRnuldbqaL3MW6p1wg,Greenwood Smokehouse BBQ,"Restaurants, Southern, Soul Food, Barbeque",1,3.5
4554,sdfmHavBrOZMMsiBv2sg7g,Bluephies,"Mexican, American (New), Salad, American (Traditional), Restaurants",0,3.5
4555,myJ6pgIhN42EQh2sAVXKoQ,Toma Burger Addiction,"Burgers, Canadian (New), Restaurants, French",1,4.0
4556,GFjt6yPQ6T_uLpYZF6NlEw,Hawaiian Experience Spa,"Beauty & Spas, Hair Removal, Skin Care, Day Spas, Massage",1,4.5
4557,_xt4ZyvtgY8Xu_O6SpSB5A,Chi's Congee & Noodle House,"Restaurants, Chinese",1,4.0
4558,skJ-AlN0DT9pmBDz0ixeJw,Parthenon Gyros,"Mediterranean, Restaurants, Greek",1,4.0
4559,cgZOP1ZUBOZmEQMSJ53oiQ,Chef Marc's Trattoria,"Steakhouses, Restaurants, Seafood, Italian",1,4.5
4560,1vEBp-YeAvqg1w19GzYg9w,Corky and Lenny's,"Sandwiches, Restaurants, Salad, Breakfast & Brunch, Delis, Event Planning & Services, Caterers",1,3.5
4561,x8LeHR_dc8OJPpSuubr2Vw,Bitters Bar & Food,"Tapas/Small Plates, Nightlife, Bars, Beer Bar, Cocktail Bars, Restaurants, Gastropubs",1,4.5
4562,65eDIQ8bpMJFtgdyX7ulVA,Yassou Greek Grill Cafe,"Restaurants, Mediterranean, Greek",1,4.5
4563,Q-5sqRN6p4B9dgUQKA4hTw,Midway Nissan,"Automotive, Auto Repair, Car Dealers",1,2.0
4564,2dOS56h2QueEIDAdP9-1TQ,Pho Ao Sen,"Vietnamese, Restaurants",0,4.0
4565,I-VD-o4JDGSG5GHQ2EbrVA,Smashburger,"Burgers, Restaurants",1,3.0
4566,afuGFlekksBXZQnEvTMv3A,Tomo Japanese Restaurant,"Restaurants, Japanese, Sushi Bars",1,3.5
4567,aYfHXWNjLNUVoQa5CMA2jg,The Juice Standard,"Juice Bars & Smoothies, Restaurants, Food",1,4.5
4568,K74Px1ALCCBvcU6-XsmSpA,EōS Fitness - Las Vegas: Eastern/Serene,"Gyms, Trainers, Fitness & Instruction, Active Life",1,4.0
4569,1CP8aJa8ILlfM5deroar0Q,Wingstop,"Restaurants, American (New), Chicken Wings",1,3.0
4570,tYbK94fl50os3h_RjpY4gw,Rocco's NY Pizzeria,"Italian, Pizza, Restaurants",1,3.5
4571,yAWSOUNFcfobOT_FRg_7Gg,The Melting Pot - Pittsburgh,"Fondue, Restaurants",1,4.0
4572,UFa4Vz3i2pvc6viF_W6lPQ,Crew Collective & Café,"Home Services, Shared Office Spaces, Coffee & Tea, Real Estate, Food",1,4.5
4573,6mI2kt70hiOb0UaNYXfS8w,Ambiyan,"Restaurants, Gastropubs, Indian",1,3.5
4574,0onIwbCKK8HRw1itKvbWng,Tire Works Total Car Care,"Automotive, Tires, Auto Repair",1,2.5
4575,AYxhg8pCPpTayz6TYfNzFg,Sushi House,"Sushi Bars, Restaurants, Japanese",1,4.5
4576,kL-ewcgP_Qbakdf1afIqIA,Sumo Snow,"Coffee & Tea, Juice Bars & Smoothies, Desserts, Shaved Ice, Food, Bubble Tea, Shaved Snow",1,4.5
4577,EHXCJ7ZEUWqBhVfYgrKTsQ,Zoolights,"Active Life, Zoos, Local Flavor",1,4.0
4578,iBPSrhDr7IlfMywxCIp-wA,Cafe Rio,"Local Flavor, Mexican, Food, Restaurants",1,2.0
4579,myw0csRck6XG4w5Z-EFyqg,Dragon Bowl,"Chinese, Restaurants",1,4.0
4580,sba0fwlKAZFGWWtsf5Jbwg,Strip View Cafe,"Breakfast & Brunch, Desserts, Cafes, Restaurants, Food, Coffee & Tea, Sandwiches, Internet Cafes, Juice Bars & Smoothies",1,4.5
4581,v015pusDxymYrTi_l48t2w,Drive-In Las Vegas,"Cinema, Arts & Entertainment, Drive-In Theater",1,4.0
4582,vdOf_NWsct8jr4qYKoE_iw,Yu-Yu,"Japanese, Restaurants",0,4.5
4583,Dzm3_K2lnLLcGPVLZBZtog,Empire Asian Bistro,"Chinese, Restaurants",1,3.0
4584,DJcvnN7BCiqOUAra35xYuA,Rice Paper Vietnamese Cuisine & Bar,"Vietnamese, French, Restaurants",0,3.5
4585,TZpTyyGvQkKPnt59PVUGhg,Butterjoint,"Nightlife, American (New), Bars, Restaurants",1,4.0
4586,ZDvS8DtnkYa8jY703MflEw,Badger Cafe,"Food, Restaurants, American (New)",1,4.0
4587,Jd9L7pNhC982XeCNbPncXg,Saucy Brew Works,"Restaurants, Breweries, Food, Sandwiches, Pizza",1,3.5
4588,JpUXc02O7Mzvv2cxqYyJUQ,Jacksons Car Wash,"Automotive, Car Wash, Auto Detailing, Oil Change Stations",1,1.5
4589,BLvcA14BVJYSPjaVnNUKFg,Scoop and Joy Lounge,"Desserts, Bubble Tea, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Gelato",1,5.0
4590,CVP-SrS92AIWKRdtUF9B-A,Zorba's Greek Cafe,"Mediterranean, Greek, Ethnic Food, Cafes, Specialty Food, Bars, Food, Restaurants, Nightlife",1,4.0
4591,gJttMZnv0Gy9OlLhNzPbQQ,LittleSpoon,"Breakfast & Brunch, Restaurants, Sandwiches, American (New)",1,3.5
4592,LzF235KwLnVPDfSqdeZi-A,Original Gyros Express,"Greek, Mediterranean, Restaurants, Sandwiches",1,4.0
4593,9Rs7n2LbINBN8kLbScjhmA,The Crêpe,"Food, Vegetarian, Desserts, Creperies, Caterers, Food Delivery Services, Food Trucks, Breakfast & Brunch, Music Venues, Restaurants, Juice Bars & Smoothies, Event Planning & Services, Nightlife, Arts & Entertainment, Cafes",0,3.5
4594,3BYLel7hPVEXzzVSHHEwHA,Aioli Gourmet Burgers and Catering Food Truck,"Restaurants, Food Trucks, Burgers, Food",1,4.5
4595,ckbDWYPT8TP7etP0WHU2Yg,Blaze Fast Fire'd Pizza,"Pizza, Gluten-Free, Salad, Fast Food, Restaurants",1,4.5
4596,Tc511yME8axDPq2J6woxkg,LockKeepers,"Seafood, Italian, American (New), Restaurants",1,4.5
4597,LGOnnrjU50YtT066RP_J3g,Bonefish Grill,"Seafood, American (New), Cocktail Bars, Restaurants, Bars, Nightlife",1,4.0
4598,IsADZMYEJKXTtPfN9YsiBA,Kabul Restaurant,"Mediterranean, Greek, Middle Eastern, Restaurants, Afghan",0,3.5
4599,3X7dy9FD3fQ8fQ-WBBzDMw,Freakin' Frog,"Restaurants, Bars, Music Venues, Pubs, American (Traditional), Arts & Entertainment, Nightlife",0,4.0
4600,f-v1fvtnbdw_QQRsCnwH-g,Fractured Prune Doughnuts,"Breakfast & Brunch, Pizza, Restaurants, Bakeries, Bagels, Desserts, Donuts, Food, Coffee & Tea",1,4.0
4601,kbaXNZLUyVuWbeQxH-NNKw,Bell's BBQ,"American (Traditional), American (New), Southern, Restaurants, Barbeque",1,4.0
4602,q6igRYs2UTO-4nTwlttrAQ,Pancheros Mexican Grill,"Restaurants, Mexican",1,3.0
4603,vjlnj2qGXOQrLVLaCCF_mw,Desert Rose Pizza & Gastropub,"Bars, Shopping, Restaurants, Gastropubs, Sports Bars, Tobacco Shops, Nightlife, Pizza",1,3.0
4604,ytk8XVFegCSdSBXLDZutpw,Bachi Burger,"Nightlife, Food, Asian Fusion, Burgers, Bars, Beer, Wine & Spirits, Breakfast & Brunch, Restaurants",0,3.5
4605,sLKpRaFns5Uqw1IEzK6obA,Z's Greek,"Mediterranean, Greek, Restaurants, Food",1,4.5
4606,e3rNvRnupvSMu6BABlDUuQ,Henderson Pet Resort,"Pet Sitting, Pet Groomers, Pet Training, Pets, Pet Services",1,4.5
4607,82fdk8YOZ67hl_t66BydzA,Le Taj,"Vegan, Pakistani, Restaurants, Indian, Middle Eastern, Vegetarian",1,4.0
4608,BsLyCu_lkEdkG42qmvZlnQ,Plum Pan Asian Kitchen,"Sushi Bars, Chinese, Restaurants, Pan Asian, Asian Fusion",0,3.5
4609,VXIOTZb0vghuj9t7YSDWLA,Ice Monster Cafe,"Shaved Ice, Food, Desserts, Bubble Tea, Coffee & Tea, Cafes, Restaurants, Ice Cream & Frozen Yogurt",0,3.5
4610,DKXUkIrFnMUMF535gf-dPA,Frijoles & Frescas Grilled Tacos,"Mexican, Caterers, Event Planning & Services, Restaurants",1,4.5
4611,hoskgfXQRZXc9HV48nVFvg,Standard & Pour,"Coffee & Tea, Bars, Breakfast & Brunch, American (Traditional), Desserts, Nightlife, Food, Gastropubs, American (New), Cocktail Bars, Tapas/Small Plates, Restaurants",0,4.0
4612,PYUmLq7FkBbMyfYyHX1waQ,Tandoori Flame,"Food, Beer, Wine & Spirits, Indian, Restaurants, Buffets",1,3.5
4613,oq9bF1KUzSldObMSQ_aalQ,Quaker Steak & Lube,"American (New), Restaurants, Chicken Wings, Steakhouses, Burgers, Bars, Nightlife, American (Traditional)",1,3.0
4614,HGuHk935tyokX6kveEviJw,Mekong Palace,"Restaurants, Chinese, Cantonese, Ethnic Food, Food, Seafood, Dim Sum, Specialty Food",1,3.5
4615,05BpxQYVbywxliQ9yA0CKw,Zipps Sports Grill,"Beer, Wine & Spirits, Nightlife, Burgers, Sports Bars, Bars, American (Traditional), Restaurants, Food",1,2.5
4616,PRBSiB7ytkLKHVZoBYPxpQ,Kusina Ni Lorraine,"Restaurants, Buffets, Filipino",1,3.5
4617,hINfDEJ2sAp19-Ebp8NoQQ,"Tea, Snow & Coffee","Bubble Tea, Coffee & Tea, Shaved Ice, Desserts, Juice Bars & Smoothies, Food",1,4.5
4618,5Ktv5ZmJI0CN4L0KxDWJvw,Phoenix City Grille,"Tapas/Small Plates, Restaurants, Sandwiches, American (Traditional), Food, Nightlife, Salad, Breakfast & Brunch, American (New), Bars, Pubs, Irish",1,4.5
4619,ZxrWn3v1ZVX9SC_ObbfpHQ,Ruby Watchco,"Restaurants, Canadian (New), American (New)",1,4.0
4620,fi-cvgNbAWUwyeJwM7fwgA,Red Mountain Cafe,"American (Traditional), Restaurants",1,4.0
4621,z6-reuC5BYf_Rth9gMBfgQ,St. Francis Restaurant,"Salad, Restaurants, Food, Breakfast & Brunch, Desserts, American (New)",1,4.0
4622,Fr5R5w74Xg7sKMlt4PPtHg,Diamond Market Bar & Grill,"Nightlife, Restaurants, Bars, American (Traditional), American (New)",0,3.5
4623,zZkzpVgMP8xaXg3uMscCjQ,PizzaRev,"Restaurants, Pizza",1,4.5
4624,boIILzBqhjWhq4G0BsB5_A,Miga,"Sushi Bars, Restaurants, Japanese, Desserts, Food, Asian Fusion, American (New), Nightlife, Bars, Cocktail Bars, Lounges",1,4.0
4625,y2rhgHGRxGnKwU3x09Y3sQ,Alta Vista Veterinary Hospital,"Pet Sitting, Pets, Veterinarians, Pet Services",1,3.5
4626,XBX5UxygUm9pdgJ_6-T7rA,Nail Bar LLC,"Beauty & Spas, Nail Salons",1,4.0
