itemId,title,outdoor,time,genre
101,碧海金沙,1,3,碧海金沙水上乐园，拥有海水面积68万平方米，7万平方米人工铺设的金色沙滩，沙滩上设置帐篷、木屋木栈等设施，将泳区与绿化区、沙滩区连接。经沉淀处理后注入的海水蔚蓝清澈，4万平方米的滨海绿化带给你添上一份清凉，游人可在碧海中尽情游泳。在沙滩上晒日光浴，或在“蘑菇蓬”下憩息，尽情享受碧海、沙滩、阳光、空气和绿色。南面蔚蓝海水，深水区白帆点点，可航行非动力帆船。泳场区西边是151万平方米的海上运动区，没有动力艇码头、非动力艇码头和摩托艇码头，可容纳20艘小型游艇停泊。海湾旅游区滨海临江的地域优势，将成为各类游艇的集散之处。蓝色的海上桅杆林立，鸥鸟飞翔，一派异国滨海风情
102,外滩万国建筑博览群,1,2,·主要是指上海外滩北起外白渡桥，南抵金陵东路，这一段是外滩建筑群的精华所在。·在这段1.5公里长的外滩西侧，鳞次栉比地矗立着海关大楼、和平饭店南楼北楼、原汇丰银行大楼等52幢各种风格的大厦。·这些大厦虽然出自不同建筑师之手，风格迥异，但是建筑格调统一，建筑轮廓协调。·万国博览建筑群在黄浦江西岸划出了一道优美的天际线，享有“万国建筑博览会”的盛名。
103,静安别墅,1,2,静安别墅是在民国21年也就是1932年建成的，因为别墅地址处于静安寺路（今南京西路）而得名。 类似田子坊，但却是一个比田子坊安静的地方，人流量虽然没有田子坊那么大，但文艺青年很多。不少咖啡馆、个性小店、玩具店、创意店等聚集在此。附近有静安寺、美琪大戏院、善终里、蔡元培故居、胡公馆、周璇故居等著名景点。
104,放生桥,1,1,"放生桥是上海地区最长、最大、最高的五孔联拱大桥，被称为”沪上第一桥”，是朱家角古镇的标志性景点。连结朱家角南北两部分，站在桥上环顾四周，可以欣赏白墙黑瓦、往来的船只，古镇全貌尽收眼底，是取景摄影的绝佳之处。放生桥，顾名思义是鼓励人们行善积德，每逢农历初一、十五都会组织僧人和香客到桥下举行“水生动物”放生大会。放生桥位于朱家角镇，跨于漕港上，明万历年间(1573-1620)建，清嘉庆十七年(1812)重建，放生桥凝结了古代汉族劳动人民的智慧结晶，在其设计与构造上可见一斑。放生桥为五孔石拱桥，而非平桥或单孔石拱桥，作为上海地区最长、最大、最高的五孔联拱大桥，称为""""沪上第一桥""""，全长70.8米，宽5.8米，结构精巧，形状美观。放生桥长如带，形如虹，""""井带长虹""""为朱家角十景之一。历来文人雅士赞美此桥，有诗云;""""长桥驾彩虹，往来便是井。日中交易过，斜阳乱人影""""。朱家角放生桥为上海地区现存最大最长的石拱桥，是一笔宝贵的文化遗产，作为古镇上的一个标志性古建筑，已被录入《上海之最》、《江南胜迹》、《中国名胜词典》。"
105,大清邮局,2,1,·朱家角古镇的名片之一，始建于1903年，是华东地区保留下来的唯一大清邮局旧址。·整修后的邮局保持了原有的正规格局，占地约100平方米的二层楼房，再现了古镇邮驿的百年沧桑，展现了中华邮政的悠久历史。·遇重大节庆，还会举办代写书信等临时性民俗展示活动，游客还可穿上大清邮差的服装，体验一下当大清邮差的感觉。
106,上海城市历史发展陈列馆,2,3,·集历史、文化、鉴赏于一体，反映了上海近代历史变迁，展示面积达一万平方米。·由“华亭溯源、“城厢风貌”、“开埠掠影”、“十里洋场”、“海上追踪”，“建筑博览”、“车马春秋”七个展厅构成，展品精细，资料详实。
107,古猗园,1,3,古漪园，是南翔古猗园的别名。位于上海市西北郊嘉定区南翔镇。占地10公顷。始建于明嘉靖年间1522—1566年)，原名猗园，取“绿竹漪漪”之意；后由嘉定竹刻家朱三松精心设计、以“十亩之园”的规模营造，又在立柱、椽子、长廊上刻着千姿百态竹景、显得生动典雅；清乾隆11年(1746年)扩建重葺，更名古猗园，因园内绿水涟漪，故又通俗写作：古漪园。
108,月湖雕塑公园,1,2,月湖雕塑公园是一座集现代雕塑艺术、现代建筑艺术、自然山体景观和高档休闲娱乐于一体的艺术乐园。坐落于上海佘山国家旅游度假区，总占地1300亩，以月湖为中心，环湖而建，分别辟有春、夏、秋、冬四个不同风貌的岸区。园区内有设计别致的水幕桥、游客服务中心、独具匠心的水晶宫、迄今为止上海规模最大的水上舞台、注入娱乐新概念的儿童智能广场和高级餐饮设施的秋月舫等数多个具有国际先进设计理念的景观建筑。目前近30多件来自欧美日本和中国雕塑大家的世界雕塑精品点缀在自然山水间。
109,静安公园,1,2,静安公园，位于上海市南京西路1649号，静安古寺对面，园呈凸字形，南临延安中路，西靠华山路，东为住宅。1953年改建成公园。1998年公园进行大规模改建，1999年9月25日重新开放。改建后的静安公园占地33600平方米，以32棵百年悬铃木为中心大道把公园一分为二。东部是八景园；东南部为人文景观；西部为自然山水景观。公园还设有儿童游乐园、休闲健身苑、茶室和异国风情咖啡吧等休闲游乐场所，是一处清新典雅，集休闲、健身、旅游为一体的都市花园。2000年至2001年获得上海市园林系统“双优公园”、上海市“七不”文明公园、上海市文明单位称号。
110,上海图书馆徐家汇藏书楼,2,4,徐家汇藏书楼是上海现存最早的近代图书馆，也是我国西学东渐和东学西传的缩影，于1956年并入上海图书馆。现存徐家汇藏书楼为南北交错的两幢建筑。北楼为砖木结构，布局和藏书架为梵蒂冈图书馆式样；下层仿照明代宁波天一阁风格。南楼，即神甫楼，几经改建，现为四层坡顶，外廊式建筑。藏书楼仅开放一层，可观看画展；二层长期以来不对外开放，读者需凭单位介绍信才能进入查阅资料。
111,徐家汇公园,1,2,徐家汇公园的设计以绿为主，突出与原有徐家汇繁华商业圈以及衡山路殖民地时期的花园别墅风格的融合。公园主要有三大看点：纪念烟囱、公园湖和观景桥。这里有独特的豫园景观，还有着设计巧妙的人文景观和赏心悦目的花园景观。
112,孙中山故居纪念馆,2,2,上海孙中山故居纪念馆位于繁华的淮海路以南，思南路东侧的香山路上，占地面积二千多平方千米，内有孙中山故居和《孙中山文物馆》
113,上海工艺美术博物馆,2,2,上海工艺美术博物馆，选址于幽静的汾阳路上，占地面积5862平方米，在主楼分设织绣、雕刻、民间工艺三大展示厅。设立的刺绣、戏服、绒绣、竹刻、黄杨木雕等十余个专业，基本涵盖了上海本地急需保护的传统工艺品种。
114,徐家汇源景区,2,4,徐家汇源景区位于上海都市旅游中心圈徐家汇，东起宛平南路、天平路、华山路，南临中山南二路，西至凯旋路，北达淮海西路，主要由历史景观风貌、时尚活力购物和绿色休闲娱乐三大板块组成。景区内有远东第一大教堂徐家汇天主堂、140年的徐家汇观象台、上海现存最早的近代图书馆徐家汇藏书楼、中国最早按西洋办学模式设立的学校徐汇公学（现名徐汇中学，包括崇思楼）等历史建筑。
115,上海邮政博物馆,2,2,上海邮政博物馆1922年由协澄洋行设计，原名上海邮政总局。辛丰记营造厂施工，在原集美里地块上建造，1924年11月竣工。曾列为当时上海十大建筑之一。上海市中国近代邮政的发祥地之一，历经了海关邮政、大清邮政的几度沧桑。新中国诞生后，人们邮政的发展日新月异。1999年邮电分营后，独立运行的上海邮政继往开来、与时俱进、奋发有为，开辟了发展新天地。 上海邮政博物馆设在全国重点文物保护单位、上海市优秀建筑——上海邮政大楼内，以翔实的史料和实物，运用现代科技手段，追溯了邮政的起源和发展历程；记载了上海邮政早期党组织领导工人运动以及革命先辈为新中国诞生作出的贡献；记录了先进劳模为邮政事业鞠躬尽瘁的业绩；陈列了各种邮用和邮运工具；介绍了邮政服务（业务）产品及其发展；展出了具有深厚文化底蕴的邮票。上海邮政博物馆集思想性、科学性、知识性、时代性、趣味性和参与性于一体，将成为革命传统教育的课堂，弘扬先进思想文化的阵地，将成为革命传统教育的课堂，弘扬先进思想文化的阵地，宣传邮政服务理念和产品的管道，青少年普及科学知识的教育基地，国内外宾客游览观光的景点，展示上海邮政的风采的窗口。上海邮政博物馆位于苏州河北岸，坐落于上海邮政总局大楼内。在这座历史悠久的老建筑中你会看到有趣的火车车厢邮局以及各种有趣的老邮筒、老信箱，还能了解到邮政业务的发展历史，尤其可让青少年们大开眼界。一进大门，罗马式的立柱、旋转型楼梯、房顶上高挂着华丽的吊灯，满眼都是欧式建筑风格。整栋楼为“U”字型，底层的中庭陈列着大清邮政马车、1917年购置的第一辆邮运汽车、第一条定期航空邮路飞机以及“行动邮车”火车车厢邮局等实物模型，还能看到大清邮政局的场景。二楼是宽敞的邮政大厅，这里分为四个展厅，讲述了古今中外的邮政发展史，可以看到各种样貌奇特的老邮筒和信箱，珍宝馆里还展示了不少珍稀邮票，比如“黑便士”、“大龙邮票”以及“绿衣红娘”等邮票珍品。在这里小朋友们可以模拟写信、体验在古老的邮局里投递快件的感觉。
116,上海城市规划展示馆,2,3,上海城市规划展示馆于2000年年初建成，2000年2月25日正式对外开放。上海城市规划展示馆作为上海对外宣传的重要窗口，在上海市委、市政府的领导下，以“城市、人、环境、发展”为展示的主题，向上海人民仍至世人展示了上海城市规划建设发展的成就，让市民知晓城市规划，参与城市规划，架起了市政府与市民间的沟通桥梁。
117,上海观复博物馆,2,2,上海观复博物馆位于上海陆家嘴城市新地标——上海中心大厦的37层，设有4个固定展厅：瓷器馆、东西馆、金器馆、造像馆，以及一个临时展厅。上海观复博物馆以中国深厚文化为基石，打造高品质的专业展览，环境典雅，注重人与历史的沟通，突出传统文化的亲和力。馆内各项现代化配套设施将提供更为细致舒适的服务。
118,人民公园,1,1,·人民公园地处上海市中心，东临南京路步行街，被美称为“城市绿肺”。·公园分为东、中、西三个景区，园内既有海棠园、荷花池等传统景观，又有玉兰园、百花园等现代景观。·其中西区景点是园林建筑较集中的地方，植物品种繁多，四季花木葱笼，是公园主要的游览景区。·公园里的相亲角闻名全国，可以前往感受一下现场的氛围。
119,长风公园,1,3,长风公园，位于上海市中心城区西部，普陀区大渡河路189号，国家AAAA级旅游风景区。东邻著名高等学府华东师范大学，南近苏州河，西枕大渡河路，北临怒江路。公园有4座门，南门为正门，称一号门，在大渡河路上；东门为二号门，在枣阳路南端；北门为三号门，在怒江路上；西门为四号门，在大渡河路云岭路口。长风公园始建于1957年4月，筹建时名沪西公园，1958年局部试开放时以园内主景碧萝湖改名碧萝湖公园。1959年国庆节建成正式开放，取《宋书·宗悫传》中“愿乘长风破万里浪”之意，更名为长风公园。公园占地面积36.4万平方米，是上海市大型的综合性山水公园。园内有市区最大的面积达14.67万平方米的“人工湖——银锄湖”，由碧萝湖改名。市区公园中最高的人造山——铁臂山，山高26米，占地1万平方米。湖名、山名取意于毛泽东所写七律诗《送瘟神》中“天连五岭银锄落，地动三河铁臂摇”的诗句。1998年，长风公园被国家建设部、中国公园协会选为中国百家名园之一。2002年创建成上海市“四星级公园”。
120,上海人民英雄纪念塔,1,2,上海人民英雄纪念塔 即 上海市人民英雄纪念塔 。 上海市人民英雄纪念塔建筑面积1.6万平方米，建成于1993年，是为了缅怀自1840年以来为解放上海而献出生命的革命先烈而建成的纪念性建筑。她位于外滩黄浦公园内，在黄浦江与苏州河的交汇处。
121,上海马戏城,2,3,上海马戏城坐落在静安区共和新路上，南侧紧靠大宁久光百货，北侧紧邻大宁灵石公园，占地面积2.25公顷，是上海市区的文化、体育、娱乐中心。马戏城以杂技场为主体建筑，配有排练辅助楼、兽房和文化商业城等配套设施。上海马戏城，有“中国马戏第一城”的美誉， 其独特的建筑造型，金灿灿的穹型屋顶，是上海国际文化都市又一标志性建筑
122,明珠湖公园,1,3,--地处崇明岛的西南角，以其所独有的“天然湖泊、茂密森林”而使公园更加流光溢彩。--明珠湖可与杭州西湖媲美，是崇明最大的天然淡水湖泊，是岛上最大的天然淡水湖泊，国家级生态旅游示范基地、国家AAAA级旅游景区。公园内有潭深水清的湖泊、曲径通幽的森林，园林与湖泊交相辉映。这里不仅湖水清澈，自然风光秀美，而且鱼类资源丰富。--漫步于环湖林间小道，虫鸣鸟语，蝴蝶翩翩，欧鸟翔集，让你感受森林海洋的气息。--公园很大，骑车或坐观光车游览是个不错的选择，内有儿童乐园、快艇、水陆两栖车、游船。
123,前卫生态村,1,4,"""前卫生态村位于崇明岛中北部，它是于1969年从一片滩途中围垦并崛起的村庄，曾荣获“全球生态500佳提名奖”，是上海市郊区最早发展农家乐旅游的村庄之一，2004年被国家旅游局正式命名为“全国农业旅游示范点”，2008年被评为国家级生态村。前卫生态村民风淳朴、田园风光美丽如画，村里的农家乐旅游项目，是体验农家生活的好去处，也是我国新农村建设的有益示范和探索。"""
124,上海环球金融中心观光天阁,2,2,位于上海金融中心100层的观光厅高474米，这层最有特色的当属一条长约55米的悬空观光长廊，长廊设有3条透明玻璃地板，可以清楚地看到地面上穿行的汽车、行人，还能将陆家嘴的摩天大楼及浦江两岸的上海美景尽收眼底。
125,闵行体育公园,1,3,闵行体育公园是上海市首个体育主题公园。公园以自然景观为主，有开阔的草坪、宽广的湖面、河流，四周密林环抱。公园里设有体育场馆区、热带风暴水上乐园、青少年活动中心、湿地生态园、卵石溪流区、翡翠山林区等10个景区，并设有山坡长滑道、迷你高尔夫球场、儿童自行车、游艇和垂钓等体育项目设施。夏天荷花盛开而成的大片花海也是体育公园的亮点之一。到了樱花季还可以前往樱花道赏花野餐。
126,上海新国际博览中心,2,4,上海新国际博览中心(SNIEC)是上海一个大型展览中心，位于浦东龙阳路2345号，1999年11月4日进行奠基，2001年11月2日正式开幕。上海新国际博览中心由多家国内及国外机构合作发展。包括上海浦东土地发展(控股)公司、德国汉诺威展览公司、杜塞尔多夫展览有限公司及慕尼黑展览有限公司。由美国Murphy/Jahn设计事务所负责设计
127,上海大自然野生昆虫馆,2,2,大自然野生昆虫馆在夏季时室内温度很高，更适合秋冬季节前往。大自然野生昆虫馆是国内首家活体昆虫与两栖爬行动物为主的科普展示馆，在展示窗内，各种昆虫都有隐蔽自己的方法，小朋友们要很仔细很仔细的观察才能发现它们。参观者可以在昆虫长廊见到各种活体昆虫，龟鳖区认识世界各种龟鳖，还有蛇莽、蛙、虾等参观区域。除此外，还可以自己制作标本，在触摸区摸到可爱的昆虫们。这里不仅适合小孩子们游览，也可以满足大人们童年时对于昆虫的所有幻想。
128,星愿公园,1,1,"""如果你在寻找一个拥抱自然的好去处，那拥有美丽星愿湖的星愿公园不容错过。沿着约2.5公里的步行道，漫步于这片令人惊叹的湿地美景中，你可以品味一年四季各有不同的风光美景，春看百花夏有风，秋赏落叶冬享雪。你也可以租上一辆自行车，和家人朋友一起骑行探索美丽的林地，穿行于郁郁葱葱的树木间，眼前是秀丽风光，身旁有小鸟与蝴蝶环绕，这就是大自然的奇妙之处！星愿公园内 ，还有能让爱冒险的孩子尽情玩耍的“小蜻蜓园地”，这里色彩缤纷，趣味盎然，最适合全家一起来“探险”自然，享受一个休闲运动的周末。当夜幕降临，夜空下的星光露天剧场则在激发游客的想象力与创造力。"""
129,震旦博物馆,2,2,建筑大师安藤忠雄在中国第一个完成的改建设计项目，2月起向公众开放。该馆是位于上海黄浦江畔、陆家嘴的金融区的一家私人博物馆。干净利落的线条、光影错落、铅灰色楼梯还是处处铭刻着“安腾造”的标记。珠宝盒是安藤的设计灵感，夜幕下，借助灯光，从外面看建筑体还真有点魔幻之气。
130,福州路文化街,2,2,福州路东起中山东一路，西迄西藏中路，长1453米，该路于1864年筑完全程，是上海开埠通向黄浦江的四条土路之一，人们习惯上称之为“四马路”，福州路文化街以经营各类文化用品、充满文化气息而享誉全国。福州路文化街共有各类商业网点104户。著名的专业书店有中国科技图书公司、外文书店、古籍书店、上海音乐书店等；大型综合书店有新近落成的上海最大的综合书市上海书城、上海文化商厦等；经营办公用品的商店有汇丰纸行、长征测绘仪器商店、上海纸品商店等；经营文化用品的有杨振华笔庄、百新文化用品公司、美丽华文具公司、上海美术用品商店等。
131,上海文庙,2,2,上海文庙是上海中心城区唯一的一座祭祀中国杰出的思想家，儒家文化创始人孔子的庙学合一的古建筑群，是源远流长的儒家文化圣地，是古代上海的最高学府。解放后，市政府先后拨款重修文庙，1959年被列为南市区文物保护单位。1997年4月～1999年9月，南市区政府对文庙进行大规模修缮、开发。1999年5月上海文庙挂牌对外开放。2002年4月27日成为上海市文物保护单位。
132,玉佛禅寺,2,3,玉佛禅寺千尊玉佛寺位于天津市西青区辛口镇当城村，古称法藏寺，始建于隋代，香火极盛，由于战乱等原因，历史上曾数度遭毁。2003年8月，经有关部门批准恢复重建，为全国收藏供奉缅甸天然玉佛数量最多的佛寺。该村在千尊玉佛遗址上建造大沙窝小学，发现其遗址尚遗存有大小石碑各1块。小石碑疑为该寺始建时（即周隋）的碑记，填水塘时一起埋入坑中，而另一块大石碑幸被人保护起来。后此碑断为3截，存放在千尊玉佛寺院中。
133,洛克·外滩源,2,3,洛克外滩源项目由百仕达控股与洛克菲勒集团共同开发，项目总占地面积1.8万平方米，总建筑面积9.408万平方米。项目拟建成高级混合用途区，集居住、商用、零售、办公、文化设施为一体在已初步建成的外滩源一期项目中，除3月18日正式对外营业的上海半岛酒店，以及即将开放的外滩源公共绿地、圆明园路特色景观街外，原英国领事馆也将于以“外滩源壹号”的暂定名投入试运营。
134,上海船厂滨江绿地,1,2,作为黄浦江沿岸滨江绿地和公共环境的重要组成部分，绿地有亲水平台及观景步道、欢庆活动广场、游艇港池等场所组成。绿地改建注重历史人文背景，注重工业元素，保留有船台、缆桩、起重机轨道、码头、泵站等，同时结合景观的是需要，新建张拉膜亭、钢桥、锚链等造船工业遗迹，体现了历史文脉的延伸。
135,陆家嘴中心绿地,1,2,·陆家嘴中心绿地，位于浦东新区陆家嘴金融贸易中心区的核心地段，延安东路隧道浦东出口处左侧，是上海市区内规模最大的开放式草坪。·中心绿地占地10万平方米，地形高低起伏，以绿为主，水景为辅，简洁、自然、通透、壮观，形成了现代金融城区的宜人一景，被誉为都市绿肺。·绿地中心的色彩抽象群雕《春》，充分展示了浦东新区一个现代都市的风貌。
136,浦东图书馆,2,3,浦东图书馆位于上海市浦东新区前程路88号，总建筑面积6万多平方米，累计纸质文献、视听资料、报刊、电子图书、电子报刊等总藏量约390万册（件）。上海浦东图书馆致力于建设多样性数字文献资源，为读者提供自主学习、学术研究、公共阅读等多方面的服务。自建资源有浦东开发开放新闻报道数据库、浦东书目等；学术资源包含知网、万方、超星等；报刊资源有龙源期刊、中文数字图书馆等，共计20余种数字资源，满足各类读者的不同信息需求。
137,静安雕塑公园,1,2,静安雕塑公园是上海市唯一专类的雕塑公园，原先只是一小片绿地，后被改建成了一座公园。虽然公园面积不大，但环境宜人，空气清新，可以欣赏到很多来自国内外的创意雕塑。到了樱花季还能看到一大片樱花盛开的景象。
138,上海鲜花港,1,3,上海鲜花港位于美丽的东海之滨，北邻国际航空港，南邻洋山深水港，地理位置得天独厚。 自2002年9月至今，一个占地面积为100万平方米的上海鲜花港崛起在浦东国际航空港与洋山深水港之间的东海之畔；并已成为一个服务全国，以花农培训、花卉种植、新品展示、新品研发、种苗出口为主的现代农业示范园区。同时被列为农业产业化国家重点龙头企业、全国农业旅游示范点、上海市科普教育基地，荣获上海市“五一”劳动奖状、“上海市花园单位”、“上海市文明单位”称号。
139,黄浦公园,1,2,·黄浦公园是始建于1886年，是上海最早的欧式花园，也是中国第一座公共园林。·主要建筑为人民英雄纪念塔和大型浮雕，塔底免费开放的外滩历史纪念馆记录了中华民族百年的奋斗史。·在公园正门还有一座名叫浦江潮的著名青铜巨型雕塑，象征着大无畏精神。
140,步高里,1,2,步高里位于卢湾区陕西南路和建国西路交界处，为典型的旧式里弄住宅群，由法商建于1930年，曾属于法租界。共有砖木结构二层石库门建筑78幢，形成了完整的里弄街坊格局，弄堂口的中国式牌楼独具特色。著名作家巴金先生就曾居住在此，他的故居位于步高里52号。在这里他创作了《海的梦》等作品。另外这里也是胡怀琛、张辰伯、平海澜等名人的曾住地。
141,信不信由你博物馆,2,2,信不信由你博物馆是以探险家罗伯特·李普利(Robert Ripley)的收集为主题设立的世界最大的博物馆之一，位于西归浦市中文旅游区入口。信不信由你博物馆在全世界有12个美术馆和户外公园。在美国、英国、加拿大、墨西哥、泰国等国家，运营着31处连锁设施，济州岛博物馆是第11个国家的第32处场馆。博物馆中展示着罗伯特·李普利(Robert Ripley)在35年间，周游198个国家搜集到的奇妙物品共700余件。其中包括1989年德国统一时推翻的柏林墙砖、从火星上飞来的陨石块等众多令人惊叹的物品，所有展示物的背后都隐藏着精彩的故事和背景，是儿童和青少年们了解世界、体验丰富多彩的世界历史的好地方。
142,安亭老街,1,3,安亭老街位于上海市嘉定区安亭镇，历史悠久，文化底蕴深厚。史载：“十里一亭，以安名亭，以  亭为镇”，安亭由此得名。这里保留了江南水乡的“路—桥—街”格局，老街建筑内敛而有气度，明清时代韵味扑面而至。
143,上海笔墨博物馆,2,2,上海笔墨博物馆与上海书城只隔着一条马路，博物馆并不起眼，在热闹的福州路上走很容易错过，但进去后会发觉里面别有洞天。在弥漫着笔墨香的博物馆中，除了可以看到各种精美的毛笔和墨，还可以了解到它们的选材与制作、以及与笔墨有关的名人轶事，充分感受到笔墨文化的博大精深。走进博物馆，一楼主要售卖笔墨，上楼就是展厅了。展厅不大，分左右中三个方向的橱窗展示，每个展台前还配有中英文语音介绍。展厅中间是珍品展示区，陈列着曹素功等老字号出品的墨中精品；右边一片主要展示中国书画墨，包括制作墨的材料、添加剂和模具等，还有一些精美的制成品。左边展示了中国毛笔的历史及发展状况，陈列了制作毛笔的材料、工具和制成品等，还有相关的影像资料。另外还展示了许多名人所使用过的笔，比如吴昌硕、赵之谦、沈尹默、张大千、吴湖帆等书画大家。最值得一提的是鲁迅先生的“金不换”，据介绍这是鲁迅用笔中唯一一支买去尚未来得及使用的毛笔。
144,周浦花海,1,2,周浦花海集成了目前世界上十大花海（普罗旺斯的薰衣草园、北海道花海、荷兰郁金香花海、保加利亚玫瑰谷、青海门源油菜花、印度向日葵园、台湾大溪花海农场、阿姆斯特丹雏菊花海、美国卡尔斯班花海、英国伍斯特郡贝德利镇罂粟花海）的精华 ，给人世外桃源的感受。
145,圆明园路,1,2,·踩上圆明园路深色九龙清花岗岩路面，也就翻开了上海开埠历史画卷的册页。·卧在两排老建筑之中，像一个天然的缝隙，过滤了江涛、车流和泱泱人群，吐纳城市的旧梦与新象。·堪称上海市级保护建筑最密集的马路之一，光陆大楼、真光大楼、广学大楼、兰心大楼等。
146,上海市历史博物馆,2,2,上海市历史博物馆是一座全面反映上海地区历史发展的博物馆，自1954年开始 筹备，至今已收藏了大量的代表上海历史进程的文物和文献，其中的精华在上海市农展馆和虹桥路都有交口称誉的展示，可以看到4百余件上海市历史博物馆的文物。马家浜文化、崧泽文化、良渚文化在上海都有丰富的遗存，见证了上海上愈6000年创造的文明。上海市历史博物馆创建于1983年，原名上海历史文物陈列馆。1991年改 上海历史博物馆为现馆名。
147,佘山天主教堂,2,2,佘山圣母大殿是上海地区著名的天主教堂，坐落在西佘山顶，被称为“远东第一大教堂”。由法国传教士初建于1871年，后来又经过几次翻修，现在的教堂是1925年扩建而成。  教堂为欧洲“巴洛克”风格建筑，部分建材与装饰采用中国传统建筑手法，是中西文化融合的结晶。天主教堂与所处的小山融为一体，轮廓协调自然，整个建筑平面呈拉丁式十字形。教堂内设3000个座位，可容纳近4000名教徒。 大殿正祭台用大理石砌成，殿窗部分镶嵌五彩玻璃，顶部覆盖着琉璃瓦。钟楼上按一定音符排列着8只大钟，塔尖高38米；上面还有一座由紫铜铸成的圣母像，高8米。 1942年时，罗马教皇把佘山天主教堂封为“圣殿”，使它成为中国天主教徒朝拜的圣地。从山脚到山顶的曲折小路上有14座苦路亭，每亭中有一幅耶稣受难浮雕，还有3座圣亭和一个中堂，信徒们到佘山朝圣时，要沿着曲折的苦路逐级而上。
148,曲水园,1,2,位于上海市青浦城厢镇公园路650号，初建于清乾隆十年（1745），当时是城隍庙的灵苑。据说为了建此园，曾向城中每个居民征募一文钱，故有“一文园”之称。嘉庆三年（1798）改园名为“曲水”园，因园在大盈浦旁，取古人“曲水流觞”之意。二百多年来，几经兴废。曲水园整体坐北朝南，占地三十亩（1.82公顷），其中水体占15%，园内建筑以青瓦、白墙、青砖构成，曲水园内植物以竹为主。以小巧玲珑、典雅古朴著称。有四个各具特色的景区：西园以建筑为主，楼堂华美，庭院幽静；中园以山水见长，山峰耸立，池水清澈；东园以野趣闻名，土地平旷，花木繁茂；书艺苑以古雅获誉，石鼓立地，碑刻满廊。
149,浦东第一图书馆,2,4,浦东第一图书馆，是上海市浦东新区公共图书馆，位于上海市浦东新区前程路88号。毗邻中国浦东干部学院以及地铁7号线锦绣路站，地处以世博会主会场和世纪公园为中心形成的上海新文化圈内
150,巴金故居,2,2,上海武康路113号是巴金在上海最后的寓所，也是巴金先生在上海定居住得最长久的地方，这座小楼始建于1923年，曾为苏联商务代表处，从1955年起，巴金和女儿李小林一家就住在这幢三层小洋楼里，庭院里种满了白玉兰，巴金在此楼居住了40多年。巴金在这里完成了被海内外文学界、思想界称之为“一部说真话的大书”的《随想录》。
151,上海昆虫博物馆,2,2,"上海昆虫博物馆的历史非常久远，它的前身是筹建于1868年的震旦博物院, 当时储藏中国所产的动植物标本为远东第一，有“亚洲的大英博物馆”之美称。经过100多年的创业和发展，现收藏全国各地昆虫标本100多万号，保藏着一大批濒危珍稀昆虫标本及国际和国内的危险性检疫害虫标本，是我国大型的专业昆虫馆。镇馆之宝是海伦娜闪蝶，被称为世上最美蝴蝶。此外它也收藏日本、菲律宾、安南（越南）、暹罗（泰国）、马来等地的标本。馆内分为昆虫生命厅、昆虫文化厅、昆虫世界厅、昆虫放映厅、互动实验室等"
152,大宁郁金香公园,1,2,山林、清泉、湖泊、瀑布形成一片湖光山色，就是沪西最大的都市园林大宁郁金香公园。这里拥有荷兰郁金香赏花胜地“库肯霍夫花园”原汁原味的美景，也有着上海独到的风土人情。215万株来自荷兰的原产郁金香，数十个新奇品种，如同“上帝打翻的调色板”，泼洒在大宁灵石公园的中心湖、白沙滩和磨坊风车之间。如果您恰巧赶上了郁金香的盛花期，就可体验到“不远足，也能把花看醉”的既视感。大宁郁金香公园是浦西最大的集中绿地，设计风格讲究中西合璧，古今相容，营造出一个叠山理水，起伏多变的丘陵式地貌。公园分为东南西北，东块是自然式园林，南块是南国风情，是湿地沼泽，西边则是园林精品和山林景区，北边则是湖光山色和北海景区。繁貌的植物群落，使公园更加引人入胜，充满灵气。
153,南浦大桥,1,2,南浦大桥是上海黄浦江上的第一座大桥。迄今已将近30年了，但依然屹立雄伟。每天的车辆来来往往数以万计，旁边也是当年世博园的旧址，现如今建设成为供市民跑步的休息便道，绿化郁郁葱葱，十分令人赏心悦目。
154,鲁迅故居,2,1,·鲁迅故居约建于十九世纪初叶，是鲁迅故里景区中的最热门景点之一。·故居原来是两进，如今前面一进已非原貌，后一进的主体建筑还是当年的老宅，鲁迅的童年、少年时期在此度过，直至1899年出外求学。
155,龙华寺,2,2,现今龙华寺的殿宇大部分属清同治、光绪年间的建筑，依次为弥勒殿、天王殿、大雄宝殿、三圣殿、方丈室和藏经楼。光绪年间铸造的青龙铜钟，作为“龙华晚钟”是昔日的“沪上八景”之一。明万历年间敕赐大藏经718函、范金千叶宝莲毗卢遮那佛和御赐金印为龙华寺“镇寺三宝”。
156,上海图书馆,2,3,上海图书馆是一个研究型公共图书馆，建于1952年7月，原址位于南京西路325号，后搬迁至淮海中路1555号。1996年12月20日，上海图书馆新馆正式对外开放，成为一个大型综合性研究型公共图书馆，跻身于中国十大图书馆之列。
157,世博后滩湿地公园,1,3,上海世博后滩湿地公园为上海世博园的核心绿地景观之一，位于黄浦江之东岸之与浦明路之间，南临园区新建浦明路，西至倪家浜，北望卢浦大桥，占地18公顷。场地原为钢铁厂（浦东钢铁集团）和后滩船舶修理厂所在地，2007年初开始，由北京大学教授俞孔坚领衔“土人设计”团队设计，2009年10月建成。
